Alloy_ID,Density_g_cc,EQ 500C BCC_B2 MOL,EQ 500C BCC_B2#2 MOL,EQ 500C C15_LAVES MOL,EQ 600C BCC_B2 MOL,EQ 600C BCC_B2#2 MOL,EQ 600C C15_LAVES MOL,EQ 1300C BCC_B2 MOL,EQ 2000C BCC_B2 MOL,index,Cr,Mo,Nb,Ta,Ti,V,W,Test temperature,Density Avg,MW Avg,Tm Avg,VEC Avg,Pugh_Ratio_PRIOR,V_avgr,B_avgr,G_avgr PS,E_avgr PS,G_avgr,C11,C12,C44,Cauchy Pres Avg,Zener Ratio,Universal Anisotropy,Bulk Modulus Avg,Shear Modulus Avg,Pauling Electronegativity Avg,R,Sconf,Tau_y 0,delta Eb,Tau_y 25C,YS 25-273C PRIOR,HV 25-273C PRIOR,YS 25C PRIOR,HV 25C PRIOR,YS T C PRIOR,HV T C PRIOR,Tau_y 25-273C,YS T-273C PRIOR,HV T-273C PRIOR
NbTaV65_path_00,10.770160784709928,0.199403696059643,0.6788827795083537,0.1217135244320032,0.0258924951970533,0.8589890415315835,0.115118463271363,1.0,1.0000000000000002,0,0.05,0.1,0.2166666666666666,0.2166666666666666,0.1,0.2166666666666666,0.1,1300,10.557933333333336,105.7384,2743.85,5.15,2.8312236286919843,0.3420000000000001,187.8333333333333,66.34351713859907,178.06599999999992,61.18333333333334,289.37166666666667,149.45,52.47833333333334,96.97166666666664,0.750110180696342,0.0998971992092883,196.0483333333333,52.47833333333334,1.713833333333333,142.25500000000002,1.83466902467028,0.7250527891875788,2.5390105686591045,0.1484808354812812,2097.010431096753,791.4837660130783,1534.4237371020438,619.386276262479,445.4425064438438,286.2626205089764,0.1911383523597571,573.4150570792714,325.4099287486299
NbTaV65_path_01,10.649019613353095,0.2578157813550419,0.6249030829968505,0.1172811356481075,0.1364325916446925,0.7578357303048758,0.1057316780504317,1.0,1.0,1,0.05,0.1,0.2066423634893726,0.2066423634893726,0.1,0.2367152730212547,0.1,1300,10.42721641990142,104.0145005339944,2727.0693164812096,5.15,2.831223628691984,0.342,187.33211817446863,66.16648585297922,177.59084802939623,61.0730659983831,289.7315391507315,149.2936208704342,51.98313275637501,97.3104881140592,0.7403005312656784,0.1093239481196883,196.064372218417,51.98313275637501,1.7154372218417002,142.01140943279177,1.8332977038293592,0.738155316475017,2.542863101209258,0.1514949270936261,2135.013494936925,803.1090532079916,1562.9042800136356,628.0985867279398,454.4847812808784,289.02868806389665,0.1949504782902824,584.8514348708475,328.90836184486
NbTaV65_path_02,10.526626860155703,0.3080635025580516,0.580093557566212,0.1118429398757365,0.6838741075264779,0.2213152062952906,0.0948106861782314,1.0,1.0000000000000002,2,0.05,0.1,0.1966180603120786,0.1966180603120786,0.1,0.2567638793758427,0.1,1300,10.296499506469509,102.2906010679888,2710.28863296242,5.15,2.8312236286919843,0.342,186.83090301560395,65.98945456735935,177.1156960587925,60.96279866343287,290.0914116347964,149.13724174086843,51.487932179416696,97.64930956145172,0.7305627384867414,0.1192446875275421,196.0804111035007,51.487932179416696,1.7170411103500676,141.76781886558354,1.829253382170776,0.749398917234025,2.5430099015696803,0.1538152969785697,2167.5382357958906,813.05849978461,1586.739523966701,635.3898819108904,461.4458909357091,291.1581189769682,0.1979338122289203,593.8014366867611,331.64620271849526
NbTaV65_path_03,10.4029630281403,0.3529212269452402,0.5418379259602669,0.1052408470944927,0.6263490328626189,0.2915316462543612,0.0821193208830199,1.0000000000000002,1.0000000000000002,3,0.05,0.1,0.1865937571347846,0.1865937571347846,0.1,0.2768124857304307,0.1,1300,10.165782593037592,100.56670160198318,2693.507949443629,5.15,2.8312236286919843,0.342,186.32968785673924,65.81242328173947,176.64054408818876,60.85253132848264,290.4512841188612,148.98086261130263,50.99273160245837,97.98813100884423,0.7208960157050764,0.1296703530366076,196.09644998858437,50.99273160245837,1.7186449988584347,141.52422829837528,1.8226194389835155,0.7587742660973468,2.5395856926231635,0.1554373195012647,2194.556827482286,821.3235936011886,1605.9037239116303,641.2522862990609,466.3119585037943,292.646668248331,0.2000829725650822,600.2489176952466,333.6185126017885
NbTaV65_path_04,10.278008213253838,,,,,,,,,4,0.05,0.1,0.1765694539574906,0.1765694539574906,0.1,0.2968610920850187,0.1,1300,10.03506567960568,98.84280213597758,2676.7272659248392,5.15,2.8312236286919843,0.342,185.82847269787453,65.6353919961196,176.165392117585,60.7422639935324,290.8111566029261,148.82448348173685,50.497531025500045,98.3269524562368,0.7112995877070677,0.1406123599651527,196.112488873668,50.497531025500045,1.7202488873668016,141.28063773116705,1.8134545877575623,0.7662636054440306,2.5326955534676534,0.156356700244577,2216.017119053939,827.8883814787209,1620.354585341873,645.6728618359966,469.0701007337311,293.49039484054174,0.2013922533260778,604.1767599782333,334.8200550560518
NbTaV65_path_05,10.1517420936878,0.4329296475650426,0.4794431427326084,0.0876272097023491,0.54166606853529,0.4081322482663191,0.0502016831983908,1.0000000000000002,1.0,5,0.05,0.1,0.1665451507801966,0.1665451507801966,0.1,0.3169096984396067,0.1,1300,9.904348766173763,97.118902669972,2659.946582406049,5.15,2.8312236286919834,0.342,185.32725753900985,65.45836071049973,175.6902401469813,60.63199665858217,291.1710290869909,148.66810435217107,50.00233044854173,98.66577390362934,0.701772690512701,0.1520826261718264,196.1285277587517,50.00233044854173,1.7218527758751687,141.0370471639588,1.8017958932109648,0.7718409830712342,2.522417612071081,0.1565695001333527,2231.8433275537363,832.7296811115742,1630.0337920576249,648.6337693660522,469.7085004000583,293.6856838176991,0.2018556700223325,605.5670100669977,335.2453380443553
NbTaV65_path_06,10.024143918860368,0.4537152246282545,0.4702997802820537,0.0759849950896918,0.4600282315822656,0.5097416040916753,0.0302301643260589,1.0,0.9999999999999998,6,0.05,0.1,0.1565208476029026,0.1565208476029026,0.1,0.3369583047941947,0.1,1300,9.77363185274185,95.39500320396635,2643.165898887259,5.15,2.831223628691984,0.342,184.82604238014517,65.28132942487986,175.21508817637755,60.52172932363193,291.5309015710558,148.5117252226053,49.5071298715834,99.00459535102188,0.6923145711728156,0.1640935962717504,196.14456664383533,49.5071298715834,1.7234566643835356,140.79345659675053,1.787660570250568,0.775472278481552,2.508804776266689,0.1560721858219924,2241.9361267417858,835.8171082110081,1634.8671659752015,650.1123175207101,468.21655746597736,293.22929258671684,0.2014670193432999,604.4010580298998,334.88866871517274
NbTaV65_path_07,9.895192498047956,0.431010365662679,0.5070908025439108,0.0618988317934103,0.5099640974281547,0.4830086056240539,0.0070272969477912,1.0,1.0000000000000002,7,0.05,0.1,0.1464965444256086,0.1464965444256086,0.1,0.3570069111487827,0.1,1300,9.642914939309936,93.67110373796078,2626.385215368469,5.15,2.8312236286919847,0.3420000000000001,184.32482722128043,65.10429813925997,174.73993620577374,60.411461988681694,291.89077405512063,148.3553460930395,49.01192929462508,99.3434167984144,0.6829244875707332,0.1766582673406376,196.160605528919,49.01192929462508,1.7250605528919027,140.5498660295423,1.7710467923008553,0.7771150267277328,2.491885616413014,0.1548617064051594,2246.1721579367754,837.1129268696161,1634.7644790203078,650.0809051759888,464.5851192154782,292.11842129564945,0.2002199537601922,600.6598612805766,333.7442218661904
NbTaV65_path_08,9.7648661886532,0.5440868346805181,0.411063156089467,0.0448500092300149,0.4471548372245452,0.5528451627754549,,1.0,1.0000000000000002,8,0.05,0.1,0.1364722412483146,0.1364722412483146,0.1,0.3770555175033707,0.1,1300,9.512198025878025,91.94720427195516,2609.6045318496786,5.15,2.831223628691985,0.3420000000000001,183.82361206241572,64.92726685364009,174.26478423517003,60.30119465373146,292.2506465391855,148.1989669634737,48.51672871766675,99.68223824580696,0.6736017082281496,0.1897902162127502,196.17664441400268,48.51672871766675,1.7266644414002696,140.30627546233404,1.7519336063469333,0.7767180356826321,2.4716644484578203,0.1529355985347348,2244.4029519731,836.5717197837562,1629.6189163476124,648.5068572491931,458.80679560420464,290.3508093007662,0.1981080735709517,594.3242207128553,331.8061244150674
NbTaV65_path_09,9.633142884095616,,,,,,,,,9,0.05,0.1,0.1264479380710206,0.1264479380710206,0.1,0.3971041238579588,0.1,1300,9.38148111244611,90.22330480594955,2592.8238483308887,5.15,2.831223628691984,0.342,183.32239690355104,64.75023556802024,173.78963226456634,60.19092731878123,292.61051902325033,148.04258783390793,48.021528140708426,100.0210596931995,0.6643455121151874,0.2035036284872468,196.19268329908635,48.021528140708426,1.7282683299086368,140.0626848951258,1.7302799446035315,0.774220779357486,2.44812060703486,0.1502921241516259,2236.453213763388,834.1398634944593,1619.306169627984,645.3521473319008,450.87637245487787,287.92486156466134,0.1951250405648479,585.3751216945437,329.0685597107812
NbTaV65_path_10,,,,,,,,,,10,0.05,0.1,0.1164236348937266,0.1164236348937266,0.1,0.4171527302125468,0.1,1300,9.250764199014196,88.49940533994396,2576.0431648120984,5.15,2.831223628691984,0.342,182.82118174468636,64.57320428240037,173.31448029396262,60.080659983831,292.9703915073152,147.88620870434212,47.5263275637501,100.35988114059202,0.6551551884645028,0.2178133293670387,196.20872218417003,47.5263275637501,1.729872218417004,139.81909432791755,1.7060226129844154,0.7695525348844868,2.4212068367477086,0.1469304475406247,2222.1183785439453,829.7547808332655,1603.6831166522695,640.572993775549,440.7913426218742,284.839811141595,0.1912647195237786,573.7941585713359,325.5258973910479
